case,cost,type,skin,rarity,wear,ST,price,min_val,max_val,odds,site,update
Restricted ,$2.00,SG 553,Pulse,4,mw ,1,$9.90,97856,97991,0.136% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,SG 553,Pulse,4,ww ,0,$2.83,85640,86120,0.481% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,M4A1-S,Flashback,4,fn ,1,$12.67,98851,98956,0.106% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Desert Eagle,Trigger Discipline,4,fn ,1,$11.42,98622,98738,0.117% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Desert Eagle,Trigger Discipline,4,ft ,0,$0.70,30221,32118,1.898% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AWP,PAW,4,fn ,1,$11.93,98739,98850,0.112% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P250,Inferno,4,fn ,1,$3.98,90704,91044,0.341% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P250,Inferno,4,mw ,0,$1.04,58923,60220,1.298% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P250,Inferno,4,mw ,1,$2.33,81807,82391,0.585% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P250,Inferno,4,ft ,0,$0.67,26291,28269,1.979% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P250,Inferno,4,ft ,1,$1.18,65083,66229,1.147% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P250,Inferno,4,ww ,0,$0.64,24226,26290,2.065% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P250,Inferno,4,bs ,0,$0.60,19838,22032,2.195% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P250,Inferno,4,bs ,1,$1.12,62727,63934,1.208% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AUG,Torque,4,fn ,0,$11.31,98503,98621,0.119% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,USP-S,Cyrex,4,fn ,1,$10.67,98256,98381,0.126% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AWP,Exoskeleton,4,ft ,0,$3.82,89993,90348,0.356% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AWP,Exoskeleton,4,ft ,1,$6.80,95667,95865,0.199% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MAG-7,Heat,4,fn ,1,$9.28,97567,97711,0.145% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MAG-7,Heat,4,mw ,0,$1.18,63935,65082,1.148% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P250,Wingshot,4,fn ,1,$10.37,98126,98255,0.130% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Nova,Toy Soldier,4,fn ,1,$9.15,97274,97420,0.147% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Nova,Toy Soldier,4,ft ,0,$0.72,33992,35839,1.848% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Five-SeveN,Case Hardened,4,ft ,0,$9.36,97712,97855,0.144% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Glock-18,Grinder,4,fn ,0,$1.97,78570,79261,0.692% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Glock-18,Grinder,4,fn ,1,$7.27,96253,96438,0.186% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,CZ75-Auto,Syndicate,4,fn ,0,$9.23,97421,97566,0.146% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Galil AR,Stone Cold,4,mw ,1,$7.34,96439,96622,0.184% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Galil AR,Stone Cold,4,ft ,0,$1.50,71182,72088,0.907% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Dual Berettas,Royal Consorts,4,fn ,1,$8.77,97121,97273,0.153% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Desert Eagle,Naga,4,mw ,0,$2.12,79918,80560,0.643% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Desert Eagle,Naga,4,mw ,1,$6.30,95039,95253,0.215% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Desert Eagle,Crimson Web,4,ft ,0,$8.40,96961,97120,0.160% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,SSG 08,Ghost Crusader,4,fn ,0,$3.41,88850,89248,0.399% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,SSG 08,Ghost Crusader,4,mw ,1,$4.62,91366,91659,0.294% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,USP-S,Ticket to Hell,4,fn ,1,$6.98,96060,96252,0.193% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,USP-S,Ticket to Hell,4,mw ,0,$0.86,44390,45949,1.560% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Sawed-Off,Serenity,4,fn ,0,$3.08,87534,87975,0.442% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Sawed-Off,Serenity,4,mw ,1,$4.64,91660,91951,0.292% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Sawed-Off,Apocalypto,4,fn ,0,$2.08,79262,79917,0.656% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Sawed-Off,Apocalypto,4,fn ,1,$5.38,93867,94118,0.252% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AWP,Phobos,4,fn ,1,$6.19,94821,95038,0.218% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AWP,Phobos,4,ft ,0,$1.12,61519,62726,1.208% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P90,Chopper,4,fn ,0,$1.95,77871,78569,0.699% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P90,Chopper,4,fn ,1,$5.18,93605,93866,0.262% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,XM1014,Teclu Burner,4,fn ,1,$5.99,94595,94820,0.226% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,XM1014,Teclu Burner,4,ft ,0,$1.04,60221,61518,1.298% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P90,Death Grip,4,ft ,0,$6.97,95866,96059,0.194% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Desert Eagle,Directive,4,mw ,1,$6.49,95254,95461,0.208% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Desert Eagle,Directive,4,ft ,0,$0.38,3403,6720,3.318% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,M4A4,Griffin,4,mw ,0,$2.12,80561,81203,0.643% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,M4A4,Griffin,4,ft ,1,$4.23,91045,91365,0.321% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,FAMAS,Neural Net,4,fn ,1,$4.94,92792,93065,0.274% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,FAMAS,Neural Net,4,ft ,0,$0.83,42776,44389,1.614% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AK-47,Safety Net,4,fn ,0,$5.75,94360,94594,0.235% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MP7,Fade,4,fn ,0,$5.61,94119,94359,0.241% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Sawed-Off,Limelight,4,fn ,1,$4.98,93066,93337,0.272% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Sawed-Off,Limelight,4,ft ,0,$0.57,17536,19837,2.302% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,CZ75-Auto,Pole Position,4,fn ,1,$5.07,93338,93604,0.267% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,CZ75-Auto,Pole Position,4,ft ,0,$0.44,6721,9634,2.914% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Tec-9,Re-Entry,4,fn ,0,$1.74,76319,77101,0.783% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Tec-9,Re-Entry,4,fn ,1,$3.75,89630,89992,0.363% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Glock-18,Nuclear Garden,4,fn ,0,$4.93,92517,92791,0.275% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,PP-Bizon,Fuel Rod,4,mw ,0,$1.31,66230,67266,1.037% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,PP-Bizon,Fuel Rod,4,mw ,1,$3.57,89249,89629,0.381% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P90,Vent Rush,4,fn ,1,$4.83,92236,92516,0.281% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,FAMAS,Styx,4,mw ,0,$4.77,91952,92235,0.284% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,CZ75-Auto,Tacticat,4,fn ,1,$3.83,90349,90703,0.355% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,CZ75-Auto,Tacticat,4,mw ,0,$0.75,35840,37617,1.778% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,UMP-45,Scaffold,4,fn ,0,$3.10,87976,88414,0.439% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,UMP-45,Scaffold,4,ww ,0,$1.33,67267,68287,1.021% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,PP-Bizon,Osiris,4,fn ,0,$1.77,77102,77870,0.769% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,PP-Bizon,Osiris,4,mw ,1,$2.64,84636,85151,0.516% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MAC-10,Malachite,4,fn ,0,$2.89,86592,87062,0.471% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MAC-10,Malachite,4,ft ,0,$1.52,72089,72983,0.895% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Galil AR,Firefight,4,mw ,1,$2.46,83545,84098,0.554% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Galil AR,Firefight,4,ft ,0,$0.68,28270,30220,1.951% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MAG-7,Praetorian,4,mw ,0,$2.89,87063,87533,0.471% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MAC-10,Heat,4,ft ,0,$2.89,86121,86591,0.471% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Five-SeveN,Boost Protocol,4,mw ,0,$2.79,85152,85639,0.488% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Dual Berettas,Urban Shock,4,mw ,0,$2.37,82970,83544,0.575% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P2000,Acid Etched,4,fn ,0,$2.26,81204,81806,0.603% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,CZ75-Auto,Eco,4,mw ,0,$1.71,75522,76318,0.797% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MP7,Powercore,4,mw ,0,$1.66,74702,75521,0.820% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,AWP,Worm God,4,mw ,0,$1.58,72984,73845,0.862% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MP5-SD,Gauss,4,mw ,1,$1.47,70257,71181,0.925% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,UMP-45,Exposure,4,fn ,0,$1.38,68288,69272,0.985% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,UMP-45,Arctic Wolf,4,fn ,0,$1.38,69273,70256,0.984% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MP5-SD,Agent,4,mw ,0,$1.01,57587,58922,1.336% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,CZ75-Auto,Red Astor,4,mw ,0,$1.00,56238,57586,1.349% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Five-SeveN,Retrobution,4,ft ,0,$0.97,54849,56237,1.389% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,SG 553,Darkwing,4,mw ,0,$0.94,53417,54848,1.432% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,XM1014,Black Tie,4,mw ,0,$0.91,51940,53416,1.477% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Glock-18,Moonrise,4,mw ,0,$0.90,50447,51939,1.493% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MP5-SD,Kitbash,4,mw ,0,$0.90,47460,48953,1.494% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,MAG-7,BI83 Spectrum,4,ft ,0,$0.90,48954,50446,1.493% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Galil AR,Connexion,4,mw ,0,$0.89,45950,47459,1.510% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,PP-Bizon,Space Cat,4,mw ,0,$0.79,41085,42775,1.691% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,P250,Nevermore,4,mw ,0,$0.77,37618,39351,1.734% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,G3SG1,Dream Glade,4,mw ,0,$0.77,39352,41084,1.733% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,CZ75-Auto,Tigris,4,ft ,0,$0.71,32119,33991,1.873% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,Dual Berettas,Flora Carnivora,4,ft ,0,$0.57,15232,17535,2.304% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,SG 553,Phantom,4,ww ,0,$0.46,9635,12434,2.800% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,SCAR-20,Enforcer,4,ft ,0,$0.46,12435,15231,2.797% ,https://skin.club/en/cases/open/restricted,6 days ago
Restricted ,$2.00,M4A1-S,Nitro,4,ft ,0,$0.37,1,3402,3.402% ,https://skin.club/en/cases/open/restricted,6 days ago
Classified  Case,$3.00,M4A1-S,Master Piece,5,ft ,0,$151.45,99982,100000,0.019% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AK-47,Redline,5,mw ,0,$149.21,99963,99981,0.019% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AWP,Redline,5,mw ,0,$75.86,99870,99907,0.038% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AWP,Redline,5,ft ,0,$42.53,99578,99646,0.069% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,M4A1-S,Nightmare,5,fn ,1,$99.55,99908,99936,0.029% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,M4A1-S,Nightmare,5,mw ,0,$17.81,98278,98446,0.169% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AWP,BOOM,5,mw ,0,$113.60,99937,99962,0.026% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,M4A4,Hellfire,5,fn ,0,$57.88,99819,99869,0.051% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,USP-S,Serum,5,fn ,0,$55.14,99766,99818,0.053% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,USP-S,Orion,5,mw ,0,$53.05,99711,99765,0.055% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Galil AR,Sugar Rush,5,mw ,0,$45.76,99647,99710,0.064% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,MAC-10,Propaganda,5,ft ,0,$36.93,99498,99577,0.080% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Galil AR,Eco,5,mw ,0,$33.14,99409,99497,0.089% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,USP-S,Monster Mashup,5,ft ,0,$26.68,99297,99408,0.112% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,M4A4,Cyber Security,5,ft ,0,$26.00,99182,99296,0.115% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AK-47,Ice Coaled,5,fn ,0,$19.55,98767,98920,0.154% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AK-47,Ice Coaled,5,ft ,0,$6.28,94259,94770,0.512% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Tec-9,Decimator,5,mw ,0,$24.16,99058,99181,0.124% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,MP5-SD,Phosphor,5,fn ,1,$19.47,98613,98766,0.154% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,MP5-SD,Phosphor,5,bs ,0,$3.09,78550,79704,1.155% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Desert Eagle,Kumicho Dragon,5,mw ,0,$21.89,98921,99057,0.137% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,MAC-10,Toybox,5,fn ,0,$18.14,98447,98612,0.166% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,MAC-10,Toybox,5,ww ,0,$3.20,83065,84164,1.100% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AUG,Syd Mead,5,fn ,1,$16.42,98094,98277,0.184% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AUG,Syd Mead,5,ft ,0,$1.77,52549,54845,2.297% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,CZ75-Auto,Xiangliu,5,fn ,0,$12.62,97852,98093,0.242% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AK-47,Frontside Misty,5,ft ,0,$12.40,97605,97851,0.247% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Desert Eagle,Mecha Industries,5,mw ,1,$12.25,97354,97604,0.251% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AWP,Fever Dream,5,ft ,0,$10.78,97067,97353,0.287% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,M4A1-S,Decimator,5,ft ,0,$10.20,96763,97066,0.304% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,SG 553,Integrale,5,ft ,0,$9.48,96434,96762,0.329% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,SSG 08,Bloodshot,5,ft ,0,$9.11,96091,96433,0.343% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Sawed-Off,Devourer,5,mw ,0,$7.78,95685,96090,0.406% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AUG,Bengal Tiger,5,mw ,0,$7.53,95264,95684,0.421% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Sawed-Off,Kiss♥Love,5,mw ,0,$6.50,94771,95263,0.493% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,M4A4,Desolate Space,5,ft ,0,$6.27,93745,94258,0.514% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,M4A4,龍王 (Dragon King),5,ft ,0,$6.15,93219,93744,0.526% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,M4A1-S,Leaded Glass,5,mw ,0,$5.94,92672,93218,0.547% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,P90,Shallow Grave,5,mw ,0,$3.71,88131,89054,0.924% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,P90,Shallow Grave,5,ft ,0,$1.97,61179,63182,2.004% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Dual Berettas,Melondrama,5,bs ,0,$1.54,32316,35158,2.843% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Dual Berettas,Melondrama,5,mw ,0,$3.90,89055,89926,0.872% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,FAMAS,Eye of Athena,5,ft ,0,$5.38,92063,92671,0.609% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,P90,Nostalgia,5,ft ,0,$5.21,91431,92062,0.632% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Glock-18,Water Elemental,5,ft ,0,$4.53,90694,91430,0.737% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,CZ75-Auto,Yellow Jacket,5,ww ,0,$4.38,89927,90693,0.767% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,SG 553,Cyrex,5,ww ,0,$3.63,87181,88130,0.950% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Glock-18,Vogue,5,ft ,0,$3.63,86229,87180,0.952% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,M4A4,Tooth Fairy,5,ft ,0,$3.54,85248,86228,0.981% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,SCAR-20,Cardiac,5,ww ,0,$3.24,84165,85247,1.083% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,SCAR-20,Bloodsport,5,ft ,0,$3.18,81956,83064,1.109% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Tec-9,Fuel Injector,5,ft ,0,$3.16,80836,81955,1.120% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Dual Berettas,Twin Turbo,5,mw ,0,$3.14,79705,80835,1.131% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,FAMAS,Mecha Industries,5,ww ,0,$2.97,77338,78549,1.212% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,P250,Asiimov,5,ww ,0,$2.71,75989,77337,1.349% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,PP-Bizon,High Roller,5,ww ,0,$2.46,74477,75988,1.512% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,MP9,Airlock,5,ww ,0,$2.10,72658,74476,1.819% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Five-SeveN,Monkey Business,5,ww ,0,$2.10,70828,72657,1.830% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,UMP-45,Primal Saber,5,bs ,0,$2.08,67098,68966,1.869% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,MAG-7,Justice,5,ww ,0,$2.08,68967,70827,1.861% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AUG,Fleet Flock,5,ww ,0,$2.02,65159,67097,1.939% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,MP9,Food Chain,5,ww ,0,$1.99,63183,65158,1.976% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,MAC-10,Disco Tech,5,bs ,0,$1.93,59121,61178,2.058% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,XM1014,XOXO,5,ft ,0,$1.88,56993,59120,2.128% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Five-SeveN,Fowl Play,5,bs ,0,$1.87,54846,56992,2.147% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,Sawed-Off,Wasteland Princess,5,ft ,0,$1.76,50230,52548,2.319% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,AUG,Momentum,5,ww ,0,$1.75,47890,50229,2.340% ,https://skin.club/en/cases/open/classified,6 days ago
Classified  Case,$3.00,USP-S,Cortex,5,bs ,0,$1.69,42988,45442,2.455% ,https://skin.club/en/cases/open/classified,6 days ago
