case,cost,type,skin,rarity,wear,ST,price,min_val,max_val,odds,site,update,return,return_p
Gamma  Case,3.0,P250,Iron Clad,3,ft,1,0.24,35858,46663,10.806,https://skin.club/en/cases/open/gamma,6 days ago,-2.76,-92.0
Gamma  Case,3.0,P250,Iron Clad,3,bs,1,0.21,12817,24700,11.884,https://skin.club/en/cases/open/gamma,6 days ago,-2.79,-93.0
Gamma  Case,3.0,MAC-10,Carnivore,3,ft,1,0.41,55373,62604,7.232,https://skin.club/en/cases/open/gamma,6 days ago,-2.59,-86.33333333333333
Gamma  Case,3.0,PP-Bizon,Harvester,3,ft,1,0.32,46664,55372,8.709,https://skin.club/en/cases/open/gamma,6 days ago,-2.68,-89.33333333333333
Gamma  Case,3.0,SG 553,Aerial,3,ww,0,0.23,24701,35857,11.157,https://skin.club/en/cases/open/gamma,6 days ago,-2.77,-92.33333333333333
Gamma  Case,3.0,Nova,Exo,3,ww,0,0.19,1,12816,12.816,https://skin.club/en/cases/open/gamma,6 days ago,-2.81,-93.66666666666667
Shadow  Case,1.5,USP-S,Kill Confirmed,6,mw,0,72.12,99839,99894,0.056,https://skin.club/en/cases/open/shadow,6 days ago,70.62,4708.000000000001
Shadow  Case,1.5,USP-S,Kill Confirmed,6,ft,0,43.9,99658,99756,0.099,https://skin.club/en/cases/open/shadow,6 days ago,42.4,2826.6666666666665
Shadow  Case,1.5,USP-S,Kill Confirmed,6,bs,0,35.2,99413,99538,0.126,https://skin.club/en/cases/open/shadow,6 days ago,33.7,2246.666666666667
Shadow  Case,1.5,AK-47,Frontside Misty,5,fn,0,76.56,99895,99946,0.052,https://skin.club/en/cases/open/shadow,6 days ago,75.06,5004.0
Shadow  Case,1.5,AK-47,Frontside Misty,5,mw,0,26.25,99093,99264,0.172,https://skin.club/en/cases/open/shadow,6 days ago,24.75,1650.0
Shadow  Case,1.5,AK-47,Frontside Misty,5,ft,1,30.23,99265,99412,0.148,https://skin.club/en/cases/open/shadow,6 days ago,28.73,1915.3333333333333
Shadow  Case,1.5,AK-47,Frontside Misty,5,ww,0,10.88,97571,98011,0.441,https://skin.club/en/cases/open/shadow,6 days ago,9.38,625.3333333333334
Shadow  Case,1.5,★ Shadow Daggers,Freehand,7,ft,0,133.57,99978,100000,0.023,https://skin.club/en/cases/open/shadow,6 days ago,132.07,8804.666666666666
Shadow  Case,1.5,M4A1-S,Golden Coil,6,ft,1,112.67,99947,99977,0.031,https://skin.club/en/cases/open/shadow,6 days ago,111.17,7411.333333333333
Shadow  Case,1.5,G3SG1,Flux,5,fn,1,51.91,99757,99838,0.082,https://skin.club/en/cases/open/shadow,6 days ago,50.41,3360.666666666666
Shadow  Case,1.5,G3SG1,Flux,5,mw,0,11.96,98012,98407,0.396,https://skin.club/en/cases/open/shadow,6 days ago,10.46,697.3333333333334
Shadow  Case,1.5,G3SG1,Flux,5,ww,1,15.22,98788,99092,0.305,https://skin.club/en/cases/open/shadow,6 days ago,13.72,914.6666666666666
Shadow  Case,1.5,SSG 08,Big Iron,5,mw,0,12.36,98408,98787,0.38,https://skin.club/en/cases/open/shadow,6 days ago,10.86,724.0
Shadow  Case,1.5,SSG 08,Big Iron,5,mw,1,36.95,99539,99657,0.119,https://skin.club/en/cases/open/shadow,6 days ago,35.45,2363.3333333333335
Shadow  Case,1.5,P250,Wingshot,4,fn,1,10.35,97101,97570,0.47,https://skin.club/en/cases/open/shadow,6 days ago,8.85,590.0
Shadow  Case,1.5,MP7,Special Delivery,4,ft,1,3.1,95422,97100,1.679,https://skin.club/en/cases/open/shadow,6 days ago,1.6,106.66666666666669
Shadow  Case,1.5,M249,Nebula Crusader,4,mw,0,2.65,93320,95421,2.102,https://skin.club/en/cases/open/shadow,6 days ago,1.15,76.66666666666666
Shadow  Case,1.5,Galil AR,Stone Cold,4,bs,1,2.33,90653,93319,2.667,https://skin.club/en/cases/open/shadow,6 days ago,0.8300000000000001,55.33333333333334
Shadow  Case,1.5,Dual Berettas,Dualing Dragons,3,mw,1,1.28,80722,86446,5.725,https://skin.club/en/cases/open/shadow,6 days ago,-0.21999999999999997,-14.666666666666657
Shadow  Case,1.5,Dual Berettas,Dualing Dragons,3,ft,1,0.49,28911,41588,12.678,https://skin.club/en/cases/open/shadow,6 days ago,-1.01,-67.33333333333334
Shadow  Case,1.5,MAG-7,Cobalt Core,3,fn,1,1.6,86447,90652,4.206,https://skin.club/en/cases/open/shadow,6 days ago,0.10000000000000009,6.666666666666671
Shadow  Case,1.5,XM1014,Scumbria,3,fn,0,0.84,73133,80721,7.589,https://skin.club/en/cases/open/shadow,6 days ago,-0.66,-44.00000000000001
Shadow  Case,1.5,XM1014,Scumbria,3,ft,1,0.5,41589,53418,11.83,https://skin.club/en/cases/open/shadow,6 days ago,-1.0,-66.66666666666667
Shadow  Case,1.5,MAC-10,Rangeen,3,ww,1,0.73,64050,73132,9.083,https://skin.club/en/cases/open/shadow,6 days ago,-0.77,-51.333333333333336
Shadow  Case,1.5,Glock-18,Wraiths,3,ww,0,0.59,53419,64049,10.631,https://skin.club/en/cases/open/shadow,6 days ago,-0.91,-60.66666666666667
Shadow  Case,1.5,SCAR-20,Green Marine,3,bs,1,0.28,14929,28910,13.982,https://skin.club/en/cases/open/shadow,6 days ago,-1.22,-81.33333333333333
Shadow  Case,1.5,FAMAS,Survivor Z,3,ww,0,0.27,1,14928,14.928,https://skin.club/en/cases/open/shadow,6 days ago,-1.23,-82.0
Operation Bravo  Case,10.0,AK-47,Fire Serpent,6,ft,0,1142.69,99982,100000,0.019,https://skin.club/en/cases/open/operationbravo,6 days ago,1132.69,11326.900000000001
Operation Bravo  Case,10.0,★ Huntsman Knife,Case Hardened,7,ft,0,256.11,99887,99981,0.095,https://skin.club/en/cases/open/operationbravo,6 days ago,246.11,2461.1
Operation Bravo  Case,10.0,AWP,Graphite,5,fn,0,144.57,99716,99886,0.171,https://skin.club/en/cases/open/operationbravo,6 days ago,134.57,1345.6999999999998
Operation Bravo  Case,10.0,P2000,Ocean Foam,5,fn,0,138.47,99537,99715,0.179,https://skin.club/en/cases/open/operationbravo,6 days ago,128.47,1284.7
Operation Bravo  Case,10.0,Desert Eagle,Golden Koi,6,fn,0,128.81,99344,99536,0.193,https://skin.club/en/cases/open/operationbravo,6 days ago,118.81,1188.1
Operation Bravo  Case,10.0,★ Huntsman Knife,Night,7,ft,0,128.12,99149,99343,0.195,https://skin.club/en/cases/open/operationbravo,6 days ago,118.12,1181.2
Operation Bravo  Case,10.0,★ Gut Knife,Ultraviolet,7,bs,0,98.95,98894,99148,0.255,https://skin.club/en/cases/open/operationbravo,6 days ago,88.95,889.5
Operation Bravo  Case,10.0,USP-S,Overgrowth,4,mw,0,27.5,96845,97882,1.038,https://skin.club/en/cases/open/operationbravo,6 days ago,17.5,175.0
Operation Bravo  Case,10.0,USP-S,Overgrowth,4,ft,0,25.41,93326,94589,1.264,https://skin.club/en/cases/open/operationbravo,6 days ago,15.41,154.1
Operation Bravo  Case,10.0,M4A4,Zirka,4,mw,0,27.73,97883,98893,1.011,https://skin.club/en/cases/open/operationbravo,6 days ago,17.73,177.3
Operation Bravo  Case,10.0,M4A1-S,Bright Water,4,mw,0,26.85,95746,96844,1.099,https://skin.club/en/cases/open/operationbravo,6 days ago,16.85,168.5
Operation Bravo  Case,10.0,MAC-10,Graven,4,mw,0,26.54,94590,95745,1.156,https://skin.club/en/cases/open/operationbravo,6 days ago,16.54,165.39999999999998
Operation Bravo  Case,10.0,Galil AR,Shattered,3,mw,0,9.38,86072,90125,4.054,https://skin.club/en/cases/open/operationbravo,6 days ago,-0.6199999999999992,-6.199999999999989
Operation Bravo  Case,10.0,Galil AR,Shattered,3,mw,1,11.36,90126,93325,3.2,https://skin.club/en/cases/open/operationbravo,6 days ago,1.3599999999999994,13.599999999999994
Operation Bravo  Case,10.0,Nova,Tempest,3,mw,0,8.78,61706,69480,7.775,https://skin.club/en/cases/open/operationbravo,6 days ago,-1.2200000000000006,-12.200000000000017
Operation Bravo  Case,10.0,Nova,Tempest,3,ft,0,9.37,81476,86071,4.596,https://skin.club/en/cases/open/operationbravo,6 days ago,-0.6300000000000008,-6.300000000000011
Operation Bravo  Case,10.0,Dual Berettas,Black Limba,3,ft,0,8.87,69481,75971,6.491,https://skin.club/en/cases/open/operationbravo,6 days ago,-1.1300000000000008,-11.300000000000011
Operation Bravo  Case,10.0,Dual Berettas,Black Limba,3,bs,0,9.02,75972,81475,5.504,https://skin.club/en/cases/open/operationbravo,6 days ago,-0.9800000000000004,-9.800000000000011
Operation Bravo  Case,10.0,SG 553,Wave Spray,3,ft,0,8.65,52282,61705,9.424,https://skin.club/en/cases/open/operationbravo,6 days ago,-1.3499999999999996,-13.5
Operation Bravo  Case,10.0,G3SG1,Demeter,3,ft,0,8.51,41717,52281,10.565,https://skin.club/en/cases/open/operationbravo,6 days ago,-1.4900000000000002,-14.900000000000006
Operation Bravo  Case,10.0,UMP-45,Bone Pile,3,ft,0,8.39,30381,41716,11.336,https://skin.club/en/cases/open/operationbravo,6 days ago,-1.6099999999999994,-16.099999999999994
Operation Bravo  Case,10.0,CZ75-Auto,Pole Position,4,mw,0,1.12,16004,30380,14.377,https://skin.club/en/cases/open/operationbravo,6 days ago,-8.879999999999999,-88.8
Operation Bravo  Case,10.0,Glock-18,Catacombs,3,ft,0,0.37,1,16003,16.003,https://skin.club/en/cases/open/operationbravo,6 days ago,-9.63,-96.3
Operation Breakout Weapon  Case,1.5,M4A1-S,Cyrex,6,fn,0,39.76,99724,99800,0.077,https://skin.club/en/cases/open/operationbreakout,6 days ago,38.26,2550.6666666666665
Operation Breakout Weapon  Case,1.5,M4A1-S,Cyrex,6,fn,1,120.79,99976,100000,0.025,https://skin.club/en/cases/open/operationbreakout,6 days ago,119.29,7952.666666666667
Operation Breakout Weapon  Case,1.5,M4A1-S,Cyrex,6,mw,0,26.1,99605,99723,0.119,https://skin.club/en/cases/open/operationbreakout,6 days ago,24.6,1640.0000000000002
Operation Breakout Weapon  Case,1.5,M4A1-S,Cyrex,6,ft,0,17.16,98990,99171,0.182,https://skin.club/en/cases/open/operationbreakout,6 days ago,15.66,1044.0
Operation Breakout Weapon  Case,1.5,M4A1-S,Cyrex,6,ft,1,48.93,99865,99927,0.063,https://skin.club/en/cases/open/operationbreakout,6 days ago,47.43,3161.9999999999995
Operation Breakout Weapon  Case,1.5,M4A1-S,Cyrex,6,ww,1,63.31,99928,99975,0.048,https://skin.club/en/cases/open/operationbreakout,6 days ago,61.81,4120.666666666667
Operation Breakout Weapon  Case,1.5,M4A1-S,Cyrex,6,bs,0,17.21,99172,99353,0.182,https://skin.club/en/cases/open/operationbreakout,6 days ago,15.71,1047.3333333333335
Operation Breakout Weapon  Case,1.5,Glock-18,Water Elemental,5,fn,0,13.43,97924,98157,0.234,https://skin.club/en/cases/open/operationbreakout,6 days ago,11.93,795.3333333333333
Operation Breakout Weapon  Case,1.5,Glock-18,Water Elemental,5,fn,1,47.79,99801,99864,0.064,https://skin.club/en/cases/open/operationbreakout,6 days ago,46.29,3086.0
Operation Breakout Weapon  Case,1.5,Glock-18,Water Elemental,5,mw,0,7.42,96207,96634,0.428,https://skin.club/en/cases/open/operationbreakout,6 days ago,5.92,394.66666666666663
Operation Breakout Weapon  Case,1.5,Glock-18,Water Elemental,5,ft,1,13.63,98158,98387,0.23,https://skin.club/en/cases/open/operationbreakout,6 days ago,12.13,808.6666666666667
Operation Breakout Weapon  Case,1.5,Glock-18,Water Elemental,5,bs,1,12.48,97672,97923,0.252,https://skin.club/en/cases/open/operationbreakout,6 days ago,10.98,732.0
Operation Breakout Weapon  Case,1.5,P90,Asiimov,6,mw,0,13.88,98388,98613,0.226,https://skin.club/en/cases/open/operationbreakout,6 days ago,12.38,825.3333333333334
Operation Breakout Weapon  Case,1.5,P90,Asiimov,6,ft,0,7.01,95753,96206,0.454,https://skin.club/en/cases/open/operationbreakout,6 days ago,5.51,367.3333333333333
Operation Breakout Weapon  Case,1.5,P90,Asiimov,6,ft,1,24.07,99354,99482,0.129,https://skin.club/en/cases/open/operationbreakout,6 days ago,22.57,1504.6666666666667
Operation Breakout Weapon  Case,1.5,P90,Asiimov,6,ww,0,6.31,94754,95259,0.506,https://skin.club/en/cases/open/operationbreakout,6 days ago,4.81,320.66666666666663
Operation Breakout Weapon  Case,1.5,P90,Asiimov,6,bs,1,16.97,98806,98989,0.184,https://skin.club/en/cases/open/operationbreakout,6 days ago,15.469999999999999,1031.3333333333333
Operation Breakout Weapon  Case,1.5,Desert Eagle,Conspiracy,5,fn,0,9.52,97046,97377,0.332,https://skin.club/en/cases/open/operationbreakout,6 days ago,8.02,534.6666666666666
Operation Breakout Weapon  Case,1.5,Desert Eagle,Conspiracy,5,fn,1,25.52,99483,99604,0.122,https://skin.club/en/cases/open/operationbreakout,6 days ago,24.02,1601.3333333333333
Operation Breakout Weapon  Case,1.5,Desert Eagle,Conspiracy,5,mw,0,6.47,95260,95752,0.493,https://skin.club/en/cases/open/operationbreakout,6 days ago,4.97,331.33333333333337
Operation Breakout Weapon  Case,1.5,Desert Eagle,Conspiracy,5,mw,1,16.28,98614,98805,0.192,https://skin.club/en/cases/open/operationbreakout,6 days ago,14.780000000000001,985.3333333333333
Operation Breakout Weapon  Case,1.5,Desert Eagle,Conspiracy,5,ft,0,6.27,94244,94753,0.51,https://skin.club/en/cases/open/operationbreakout,6 days ago,4.77,318.0
Operation Breakout Weapon  Case,1.5,SSG 08,Abyss,3,fn,1,10.75,97378,97671,0.294,https://skin.club/en/cases/open/operationbreakout,6 days ago,9.25,616.6666666666667
Operation Breakout Weapon  Case,1.5,SSG 08,Abyss,3,mw,1,1.79,86671,88640,1.97,https://skin.club/en/cases/open/operationbreakout,6 days ago,0.29000000000000004,19.333333333333343
Operation Breakout Weapon  Case,1.5,SSG 08,Abyss,3,ww,0,0.16,1,12078,12.078,https://skin.club/en/cases/open/operationbreakout,6 days ago,-1.34,-89.33333333333333
Operation Breakout Weapon  Case,1.5,P250,Supernova,4,fn,1,4.41,92293,93028,0.736,https://skin.club/en/cases/open/operationbreakout,6 days ago,2.91,194.0
Operation Breakout Weapon  Case,1.5,P250,Supernova,4,mw,0,1.07,80658,84224,3.567,https://skin.club/en/cases/open/operationbreakout,6 days ago,-0.42999999999999994,-28.666666666666657
Operation Breakout Weapon  Case,1.5,P250,Supernova,4,ww,1,5.13,93029,93656,0.628,https://skin.club/en/cases/open/operationbreakout,6 days ago,3.63,242.0
Operation Breakout Weapon  Case,1.5,Five-SeveN,Fowl Play,5,fn,0,7.72,96635,97045,0.411,https://skin.club/en/cases/open/operationbreakout,6 days ago,6.22,414.66666666666663
Operation Breakout Weapon  Case,1.5,CZ75-Auto,Tigris,4,fn,1,5.47,93657,94243,0.587,https://skin.club/en/cases/open/operationbreakout,6 days ago,3.9699999999999998,264.66666666666663
Operation Breakout Weapon  Case,1.5,CZ75-Auto,Tigris,4,ft,0,0.7,69699,75653,5.955,https://skin.club/en/cases/open/operationbreakout,6 days ago,-0.8,-53.333333333333336
Operation Breakout Weapon  Case,1.5,CZ75-Auto,Tigris,4,bs,0,0.72,75654,80657,5.004,https://skin.club/en/cases/open/operationbreakout,6 days ago,-0.78,-52.0
Operation Breakout Weapon  Case,1.5,Nova,Koi,4,fn,0,1.52,84225,86670,2.446,https://skin.club/en/cases/open/operationbreakout,6 days ago,0.020000000000000018,1.3333333333333428
Operation Breakout Weapon  Case,1.5,Nova,Koi,4,mw,1,2.68,90298,91535,1.238,https://skin.club/en/cases/open/operationbreakout,6 days ago,1.1800000000000002,78.66666666666669
Operation Breakout Weapon  Case,1.5,Nova,Koi,4,ft,1,2.04,88641,90297,1.657,https://skin.club/en/cases/open/operationbreakout,6 days ago,0.54,36.0
Operation Breakout Weapon  Case,1.5,PP-Bizon,Osiris,4,fn,1,4.33,91536,92292,0.757,https://skin.club/en/cases/open/operationbreakout,6 days ago,2.83,188.66666666666669
Operation Breakout Weapon  Case,1.5,PP-Bizon,Osiris,4,ft,0,0.69,62638,69698,7.061,https://skin.club/en/cases/open/operationbreakout,6 days ago,-0.81,-54.0
Operation Breakout Weapon  Case,1.5,P2000,Ivory,3,mw,0,0.28,34404,44648,10.245,https://skin.club/en/cases/open/operationbreakout,6 days ago,-1.22,-81.33333333333333
Operation Breakout Weapon  Case,1.5,P2000,Ivory,3,ww,0,0.24,12079,23544,11.466,https://skin.club/en/cases/open/operationbreakout,6 days ago,-1.26,-84.0
Operation Breakout Weapon  Case,1.5,P2000,Ivory,3,ww,1,0.27,23545,34403,10.859,https://skin.club/en/cases/open/operationbreakout,6 days ago,-1.23,-82.0
Operation Breakout Weapon  Case,1.5,MP7,Urban Hazard,3,ft,1,0.39,54150,62637,8.488,https://skin.club/en/cases/open/operationbreakout,6 days ago,-1.1099999999999999,-74.0
Operation Breakout Weapon  Case,1.5,Negev,Desert-Strike,3,ft,1,0.3,44649,54149,9.501,https://skin.club/en/cases/open/operationbreakout,6 days ago,-1.2,-80.0
Chroma  Case,1.5,★ Gut Knife,Ultraviolet,7,ft,0,103.95,99953,100000,0.048,https://skin.club/en/cases/open/chroma,6 days ago,102.45,6830.0
Chroma  Case,1.5,AK-47,Cartel,5,fn,1,81.08,99889,99952,0.064,https://skin.club/en/cases/open/chroma,6 days ago,79.58,5305.333333333333
Chroma  Case,1.5,AK-47,Cartel,5,mw,0,16.52,98907,99249,0.343,https://skin.club/en/cases/open/chroma,6 days ago,15.02,1001.3333333333333
Chroma  Case,1.5,AWP,Man-o'-war,6,mw,0,33.17,99641,99806,0.166,https://skin.club/en/cases/open/chroma,6 days ago,31.67,2111.3333333333335
Chroma  Case,1.5,AWP,Man-o'-war,6,ft,0,31.59,99466,99640,0.175,https://skin.club/en/cases/open/chroma,6 days ago,30.09,2006.0
Chroma  Case,1.5,M4A4,龍王 (Dragon King),5,fn,1,62.66,99807,99888,0.082,https://skin.club/en/cases/open/chroma,6 days ago,61.16,4077.333333333333
Chroma  Case,1.5,P250,Muertos,5,fn,0,9.35,98285,98906,0.622,https://skin.club/en/cases/open/chroma,6 days ago,7.85,523.3333333333334
Chroma  Case,1.5,P250,Muertos,5,fn,1,25.8,99250,99465,0.216,https://skin.club/en/cases/open/chroma,6 days ago,24.3,1620.0
Chroma  Case,1.5,Galil AR,Chatterbox,6,bs,0,7.61,97504,98284,0.781,https://skin.club/en/cases/open/chroma,6 days ago,6.11,407.3333333333333
Chroma  Case,1.5,Desert Eagle,Naga,4,mw,1,6.29,96527,97503,0.977,https://skin.club/en/cases/open/chroma,6 days ago,4.79,319.3333333333333
Chroma  Case,1.5,MAC-10,Malachite,4,fn,0,2.89,94377,96526,2.15,https://skin.club/en/cases/open/chroma,6 days ago,1.3900000000000001,92.66666666666669
Chroma  Case,1.5,Dual Berettas,Urban Shock,4,fn,0,2.66,91847,94376,2.53,https://skin.club/en/cases/open/chroma,6 days ago,1.1600000000000001,77.33333333333334
Chroma  Case,1.5,M249,System Lock,3,fn,0,0.67,51184,61421,10.238,https://skin.club/en/cases/open/chroma,6 days ago,-0.83,-55.33333333333333
Chroma  Case,1.5,M249,System Lock,3,fn,1,1.71,83659,88191,4.533,https://skin.club/en/cases/open/chroma,6 days ago,0.20999999999999996,13.999999999999986
Chroma  Case,1.5,Sawed-Off,Serenity,4,mw,0,1.88,88192,91846,3.655,https://skin.club/en/cases/open/chroma,6 days ago,0.3799999999999999,25.333333333333314
Chroma  Case,1.5,XM1014,Quicksilver,3,fn,1,1.29,77653,83658,6.006,https://skin.club/en/cases/open/chroma,6 days ago,-0.20999999999999996,-14.0
Chroma  Case,1.5,XM1014,Quicksilver,3,ft,1,0.51,27815,40012,12.198,https://skin.club/en/cases/open/chroma,6 days ago,-0.99,-66.0
Chroma  Case,1.5,MP9,Deadly Poison,3,mw,0,0.66,40013,51183,11.171,https://skin.club/en/cases/open/chroma,6 days ago,-0.84,-56.0
Chroma  Case,1.5,MP9,Deadly Poison,3,ft,1,0.88,61422,70182,8.761,https://skin.club/en/cases/open/chroma,6 days ago,-0.62,-41.333333333333336
Chroma  Case,1.5,Glock-18,Catacombs,3,bs,0,0.99,70183,77652,7.47,https://skin.club/en/cases/open/chroma,6 days ago,-0.51,-34.0
Chroma  Case,1.5,SCAR-20,Grotto,3,ft,0,0.26,1,14500,14.5,https://skin.club/en/cases/open/chroma,6 days ago,-1.24,-82.66666666666666
Chroma  Case,1.5,SCAR-20,Grotto,3,ww,0,0.37,14501,27814,13.314,https://skin.club/en/cases/open/chroma,6 days ago,-1.13,-75.33333333333333
eSports 2013  Case,8.0,★ Flip Knife,Slaughter,7,mw,0,499.67,99967,100000,0.034,https://skin.club/en/cases/open/esports2013,6 days ago,491.67,6145.875
eSports 2013  Case,8.0,AWP,BOOM,5,fn,0,374.86,99919,99966,0.048,https://skin.club/en/cases/open/esports2013,6 days ago,366.86,4585.75
eSports 2013  Case,8.0,AWP,BOOM,5,mw,0,113.61,99659,99833,0.175,https://skin.club/en/cases/open/esports2013,6 days ago,105.61,1320.125
eSports 2013  Case,8.0,P90,Death by Kitty,6,mw,1,222.09,99834,99918,0.085,https://skin.club/en/cases/open/esports2013,6 days ago,214.09,2676.125
eSports 2013  Case,8.0,P90,Death by Kitty,6,ft,0,31.92,98161,98882,0.722,https://skin.club/en/cases/open/esports2013,6 days ago,23.92,299.0
eSports 2013  Case,8.0,AK-47,Red Laminate,5,mw,0,75.13,99386,99658,0.273,https://skin.club/en/cases/open/esports2013,6 days ago,67.13,839.125
eSports 2013  Case,8.0,AK-47,Red Laminate,5,ww,0,43.32,98883,99385,0.503,https://skin.club/en/cases/open/esports2013,6 days ago,35.32,441.5
eSports 2013  Case,8.0,Sawed-Off,Orange DDPAT,4,ft,1,24.61,97144,98160,1.017,https://skin.club/en/cases/open/esports2013,6 days ago,16.61,207.625
eSports 2013  Case,8.0,Galil AR,Orange DDPAT,4,mw,0,23.96,96053,97143,1.091,https://skin.club/en/cases/open/esports2013,6 days ago,15.96,199.5
eSports 2013  Case,8.0,P250,Splash,4,mw,0,19.75,94556,96052,1.497,https://skin.club/en/cases/open/esports2013,6 days ago,11.75,146.875
eSports 2013  Case,8.0,M4A4,Faded Zebra,3,mw,0,5.65,41015,57895,16.881,https://skin.club/en/cases/open/esports2013,6 days ago,-2.3499999999999996,-29.375
eSports 2013  Case,8.0,M4A4,Faded Zebra,3,ft,0,4.48,1,21489,21.489,https://skin.club/en/cases/open/esports2013,6 days ago,-3.5199999999999996,-43.99999999999999
eSports 2013  Case,8.0,M4A4,Faded Zebra,3,ft,1,4.5,21490,41014,19.525,https://skin.club/en/cases/open/esports2013,6 days ago,-3.5,-43.75
eSports 2013  Case,8.0,MAG-7,Memento,3,fn,0,6.59,85112,94555,9.444,https://skin.club/en/cases/open/esports2013,6 days ago,-1.4100000000000001,-17.625
eSports 2013  Case,8.0,MAG-7,Memento,3,mw,0,5.78,57896,72624,14.729,https://skin.club/en/cases/open/esports2013,6 days ago,-2.2199999999999998,-27.75
eSports 2013  Case,8.0,FAMAS,Doomkitty,3,mw,0,5.9,72625,85111,12.487,https://skin.club/en/cases/open/esports2013,6 days ago,-2.0999999999999996,-26.25
eSports 2013 Winter  Case,3.25,AWP,Electric Hive,5,fn,0,56.29,99782,99875,0.094,https://skin.club/en/cases/open/esports2013w,6 days ago,53.04,1632.0
eSports 2013 Winter  Case,3.25,AWP,Electric Hive,5,fn,1,93.1,99935,99990,0.056,https://skin.club/en/cases/open/esports2013w,6 days ago,89.85,2764.6153846153843
eSports 2013 Winter  Case,3.25,AWP,Electric Hive,5,mw,0,37.19,99501,99646,0.146,https://skin.club/en/cases/open/esports2013w,6 days ago,33.94,1044.3076923076924
eSports 2013 Winter  Case,3.25,AWP,Electric Hive,5,ft,0,30.28,99319,99500,0.182,https://skin.club/en/cases/open/esports2013w,6 days ago,27.03,831.6923076923077
eSports 2013 Winter  Case,3.25,★ Shadow Daggers,Slaughter,7,mw,0,156.22,99991,100000,0.01,https://skin.club/en/cases/open/esports2013w,6 days ago,152.97,4706.7692307692305
eSports 2013 Winter  Case,3.25,Desert Eagle,Cobalt Disruption,5,fn,0,88.29,99876,99934,0.059,https://skin.club/en/cases/open/esports2013w,6 days ago,85.04,2616.6153846153848
eSports 2013 Winter  Case,3.25,AK-47,Blue Laminate,4,fn,0,12.97,98407,98878,0.472,https://skin.club/en/cases/open/esports2013w,6 days ago,9.72,299.0769230769231
eSports 2013 Winter  Case,3.25,AK-47,Blue Laminate,4,fn,1,39.98,99647,99781,0.135,https://skin.club/en/cases/open/esports2013w,6 days ago,36.73,1130.153846153846
eSports 2013 Winter  Case,3.25,AK-47,Blue Laminate,4,mw,0,10.35,97249,97878,0.63,https://skin.club/en/cases/open/esports2013w,6 days ago,7.1,218.46153846153845
eSports 2013 Winter  Case,3.25,AK-47,Blue Laminate,4,ft,0,9.58,96531,97248,0.718,https://skin.club/en/cases/open/esports2013w,6 days ago,6.33,194.76923076923077
eSports 2013 Winter  Case,3.25,FAMAS,Afterimage,5,mw,0,29.79,99134,99318,0.185,https://skin.club/en/cases/open/esports2013w,6 days ago,26.54,816.6153846153845
eSports 2013 Winter  Case,3.25,FAMAS,Afterimage,5,ft,0,22.3,98879,99133,0.255,https://skin.club/en/cases/open/esports2013w,6 days ago,19.05,586.1538461538462
eSports 2013 Winter  Case,3.25,P250,Steel Disruption,3,fn,0,2.17,45195,58312,13.118,https://skin.club/en/cases/open/esports2013w,6 days ago,-1.08,-33.230769230769226
eSports 2013 Winter  Case,3.25,P250,Steel Disruption,3,mw,0,2.06,31112,45194,14.083,https://skin.club/en/cases/open/esports2013w,6 days ago,-1.19,-36.61538461538461
eSports 2013 Winter  Case,3.25,P250,Steel Disruption,3,mw,1,6.48,94145,95583,1.439,https://skin.club/en/cases/open/esports2013w,6 days ago,3.2300000000000004,99.38461538461542
eSports 2013 Winter  Case,3.25,P250,Steel Disruption,3,ft,0,2.76,87954,94144,6.191,https://skin.club/en/cases/open/esports2013w,6 days ago,-0.4900000000000002,-15.076923076923094
eSports 2013 Winter  Case,3.25,M4A4,X-Ray,6,mw,0,11.84,97879,98406,0.528,https://skin.club/en/cases/open/esports2013w,6 days ago,8.59,264.3076923076923
eSports 2013 Winter  Case,3.25,Galil AR,Blue Titanium,3,fn,1,8.09,95584,96530,0.947,https://skin.club/en/cases/open/esports2013w,6 days ago,4.84,148.92307692307693
eSports 2013 Winter  Case,3.25,Five-SeveN,Nightshade,3,fn,0,2.33,58313,70034,11.722,https://skin.club/en/cases/open/esports2013w,6 days ago,-0.9199999999999999,-28.307692307692307
eSports 2013 Winter  Case,3.25,Five-SeveN,Nightshade,3,ft,0,1.83,1,16066,16.066,https://skin.club/en/cases/open/esports2013w,6 days ago,-1.42,-43.692307692307686
eSports 2013 Winter  Case,3.25,Nova,Ghost Camo,3,fn,0,2.52,79911,87953,8.043,https://skin.club/en/cases/open/esports2013w,6 days ago,-0.73,-22.461538461538467
eSports 2013 Winter  Case,3.25,PP-Bizon,Water Sigil,3,ft,0,2.39,70035,79910,9.876,https://skin.club/en/cases/open/esports2013w,6 days ago,-0.8599999999999999,-26.461538461538453
eSports 2013 Winter  Case,3.25,G3SG1,Azure Zebra,3,mw,0,2.0,16067,31111,15.045,https://skin.club/en/cases/open/esports2013w,6 days ago,-1.25,-38.46153846153846
Huntsman Weapon  Case,3.5,M4A1-S,Atomic Alloy,5,fn,0,84.46,99916,99945,0.03,https://skin.club/en/cases/open/huntsmanweapon,6 days ago,80.96,2313.142857142857
Huntsman Weapon  Case,3.5,M4A1-S,Atomic Alloy,5,ft,0,39.9,99506,99570,0.065,https://skin.club/en/cases/open/huntsmanweapon,6 days ago,36.4,1040.0
